tweet_id,tweet_text,label,tvt,cv_fold,tt,tvt2,tvt2_1,tvt2_2,tvt2_3
534763214106820608,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",false,test,2,training,training,validation,training,training
407184707118309376,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",true,validation,1,training,training,training,training,training
531543620856197121,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL",unverified,test,2,training,training,validation,training,training
524961721744900097,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",true,validation,1,training,training,training,validation,training
531193369465470976,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL,unverified,test,2,test,training,training,training,testting
377519445578895360,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,false,training,1,training,training,validation,training,training
693722259740069889,bbc reports that broadcaster sir terry wogan has died of cancer aged 77,non-rumor,validation,2,training,validation,training,training,training
763428684850094080,breaking video : hillary surrogate calls for the assassination of julian assange. URL,unverified,training,1,training,validation,training,training,training
688757736310484994,"this is a good day. once again, we’re seeing what’s possible with strong american diplomacy. —@potus #irandeal URL",non-rumor,training,2,test,training,training,training,training
538408710084001793,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL,true,test,1,training,training,training,training,training
752875379765968897,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",unverified,training,3,training,validation,training,testting,validation
742114513726623744,a tweet from @realdonaldtrump about the #orlando shooting: URL URL,unverified,training,2,training,validation,training,training,training
691064699853606913,nyc breaks record for snowiest day in its history URL #davidsnowie #blizzard2016 URL,non-rumor,training,2,training,training,training,training,training
716457799392342018,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",unverified,validation,1,training,training,training,validation,training
499366666300846081,line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL,unverified,training,3,training,training,training,training,training
778625026144792577,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,unverified,test,2,training,training,testting,training,training
538218607822770176,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL,true,test,1,test,training,training,training,training
715254040289021952,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,unverified,training,2,training,training,testting,training,training
724624672604610562,people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,unverified,training,1,training,training,training,validation,training
514081464171102208,a florida woman had surgery to give herself a third boob: URL URL,false,training,1,training,validation,validation,training,training
524930365400821761,1 shot at war memorial in canada's capital. URL,true,training,3,test,training,training,validation,validation
91728807081426944,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",false,training,2,training,validation,validation,training,training
767668607803359234,our quote of the day is from american writer dorothy parker URL,non-rumor,training,1,training,training,testting,training,training
655432919595548672,thousands of people in china claim they have seen a 'floating city' in the sky URL,unverified,training,3,training,validation,testting,validation,validation
536827853669941248,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,true,training,1,training,validation,training,testting,validation
767823175480647681,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL",non-rumor,training,3,training,validation,training,training,validation
742571519105077248,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,unverified,test,3,training,validation,validation,training,training
693795905049329664,more than a million observations by amateur bird watchers helped collect data for this map URL URL,non-rumor,validation,2,training,training,validation,training,validation
520630231531802624,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,false,training,2,training,validation,validation,validation,training
535315394127728641,raven symone blasts bill cosby rape story URL URL,false,training,0,test,training,training,training,training
535148463609356288,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL,unverified,validation,2,test,training,training,validation,training
524699123971534848,we only have one thing to say about that giant goliath birdeater spider: URL URL,true,training,2,test,training,training,training,training
407197113286545409,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,true,training,3,training,training,validation,training,testting
507263441359613953,#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,true,validation,3,training,validation,training,training,training
436215971272212480,"talking angela is a hacker ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL",false,test,2,training,training,training,validation,training
692440373449396224,"federal reserve declines to raise key interest rate, citing slowing economic growth. URL URL",non-rumor,training,1,test,validation,training,training,training
568571403756294144,horrified at news that macklemore has joined isis #macklemorejoinedisis URL,false,training,1,test,training,training,training,training
692451275930234880,it's time to make two years of community college free for responsible students → URL URL,non-rumor,training,3,test,training,testting,training,validation
766299560415223808,"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc URL",non-rumor,training,1,training,validation,training,training,validation
514468018970034176,iphone 6 plus users are sitting on and bending their enormous new phones URL,false,training,1,test,validation,validation,testting,training
693509689418588160,what was your favorite moment from this week's #teenwolf? watch + let me know: URL URL,non-rumor,training,1,test,validation,validation,training,training
537976883150077952,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,unverified,test,3,training,training,validation,training,validation
521777301470871553,#isis used chemical weapons in #kobani . against civilian #kurds• #retweeet to #savekobani _ #twitterkurds #kobane URL,unverified,validation,3,training,validation,training,validation,validation
689100941119848449,"morocco says it has arrested a belgian national linked to men who carried out paris attack, in which 130 people died URL",non-rumor,validation,2,training,validation,testting,training,validation
518192429153783808,atheists are mad at @carrieunderwood. i applaud her. URL,false,test,0,training,training,validation,training,testting
514478918636535808,portland cops complete delivery after pizza hut driver injured in crash URL URL,true,test,3,training,validation,testting,testting,training
707786906189303808,meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful ❤️ URL,unverified,test,3,test,training,validation,validation,training
691380348379201536,an afternoon with bo and sunny in the snow.❄ URL,non-rumor,validation,1,training,training,validation,training,validation
693091255685787648,joseph pena is 17. joseph pena is in high school. joseph pena can squat 875(!) pounds. watch: URL,non-rumor,validation,3,training,testting,validation,validation,validation
551159366876147714,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL",true,training,1,test,training,validation,testting,validation
524929106987991040,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews",true,validation,1,training,training,training,testting,testting
524961908903149568,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",true,test,0,training,testting,testting,training,training
764653644138450945,"hard work, focus, and a dream—that’s the spirit of @michaelphelps. tonight, we congratulate him and all of @teamusa on making history.",non-rumor,training,3,test,training,training,training,validation
523026678419714048,"man walks in south american rainforest at night, sees spider the size of a small puppy URL",true,validation,3,training,training,training,testting,training
436146437530075136,not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,true,validation,1,training,validation,validation,training,training
693830499047989248,"boko haram burns kids alive in northeast nigeria, witness says URL",non-rumor,validation,3,training,training,training,training,validation
407248574099894272,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",true,training,1,training,training,testting,training,training
560442390805090307,drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL,false,validation,1,training,validation,training,training,training
763524712853102596,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. #dncleaks URL,unverified,validation,2,test,validation,training,training,training
554979642210549760,mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL,false,test,3,training,training,validation,training,training
490080544949276672,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,false,validation,1,training,training,training,validation,training
537355288295518210,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",false,test,3,test,training,training,testting,validation
553212962044149761,"paris says highest alert level extended north to region where attack suspects spotted - @afp, @melissabellf24 URL",unverified,training,2,training,validation,training,training,validation
554597409351671808,police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL,false,training,2,training,training,training,testting,testting
693785810311778304,america’s biggest toy company is changing the most famous body in the world URL URL,non-rumor,test,0,test,training,training,training,training
733242244522725376,"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",unverified,training,3,training,validation,training,validation,training
509466295344304129,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,true,training,0,training,validation,training,validation,training
523126268603031552,the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL,true,validation,2,training,training,training,training,training
523555724807262208,"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL",false,test,3,test,training,validation,validation,training
532276693931945984,sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL,true,validation,3,training,validation,training,validation,validation
692746621218656258,update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran,non-rumor,test,1,training,training,training,validation,training
714555825122107392,an open letter to trump voters from his top strategist-turned-defector URL @juddapatow @andylassner @bettemidler,unverified,training,1,test,training,training,training,training
407164597511393280,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true,test,1,training,training,training,training,training
519962130859429888,the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!,false,training,1,training,training,validation,training,training
778681502825451520,black men have legitimate reason to run from police – #massachusetts supreme court URL URL,unverified,validation,3,test,training,validation,training,training
528822281972498432,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL,true,training,2,training,training,training,validation,training
407188779255222273,paul walker remembered: celebs react to 'fast and furious' star's death URL,true,training,2,training,training,training,training,training
693600369281253376,kentucky leads kansas 46-40 at the half. tyler ulis has scored or assisted on 11 of the wildcats' 17 field goals. URL,non-rumor,training,0,training,training,training,training,testting
518620083342835712,mass grave found in mexico town where over 40 students went missing - URL,false,test,2,training,training,training,training,training
532928419051622400,islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured URL,unverified,training,2,test,testting,training,validation,validation
740791134146965504,dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,unverified,training,3,training,training,testting,training,training
692105324111761408,"actor abe vigoda, known for roles in 'the godfather' and 'barney miller,' has died. URL URL",non-rumor,training,2,training,training,training,training,training
521098692326350848,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",false,training,3,training,training,training,training,training
427924694663454720,actor who played marlboro man in ads dies from smoking-related disease URL,true,training,2,training,training,testting,training,validation
528389559441444864,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL",false,validation,0,training,testting,testting,validation,training
536547921542791170,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,true,training,1,training,validation,training,testting,validation
525024066152169473,"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli",true,training,3,training,training,training,training,testting
692759090469212160,half a sleeve of oreos lost in house fire URL URL,non-rumor,training,1,test,training,validation,training,training
500280838710247424,"police reports released this morning indicate mike brown was a suspect in a ""strong-armed"" robbery in #ferguson",unverified,validation,3,test,training,training,testting,testting
693465666259656705,turkey claims russian plane violated its airspace and summons ambassador URL,non-rumor,test,1,training,validation,training,training,training
504387128013246465,fbi probing alleged audio of michael brown shooting URL URL,true,training,1,training,training,validation,training,training
500295393301647360,the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,unverified,training,1,training,training,training,validation,validation
524586367456919552,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL,true,training,1,training,validation,training,training,training
690145844318834689,happy #nationalhugday URL,non-rumor,training,3,training,testting,training,training,training
500286058664579072,update: #ferguson police release stills from convenience store footage showing robbery URL URL,unverified,training,3,training,testting,validation,training,training
518981379963777025,mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,false,training,3,training,validation,training,training,validation
499456140044824576,st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. #ferguson,unverified,training,1,training,validation,training,training,validation
553008832784642048,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,false,training,2,training,training,validation,training,training
489794369487380480,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false,validation,3,training,training,training,training,training
544333764814323713,"gunman's headband reads, ""we are your soldiers o muhammad"". #martinplace #sydneysiege URL",unverified,training,3,training,training,training,validation,training
523558773345255424,"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. #boycottwalmart",false,validation,2,test,training,training,training,validation
767520433247809536,"hugs! @simone_biles & @aly_raisman during the #closingceremony (photo: rob schumacher, @usatodaysports) URL",non-rumor,test,1,training,testting,validation,training,training
555072815154475008,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,false,training,3,training,training,testting,training,testting
761027420849745920,"after two weeks, thousands of gravity falls fans completed this global scavenger hunt URL URL",non-rumor,test,1,training,training,training,training,validation
531648145613398016,making my own doritos flavored mountain dew! URL,true,validation,1,test,training,training,training,validation
693411834808946688,michael jackson told oprah he doesn't want a white actor playing him in 1993 URL URL,non-rumor,training,2,training,training,validation,training,training
693032076543655936,#zika virus: everything you need to know about the mosquito that spreads it URL URL,non-rumor,training,3,training,training,training,testting,training
687734662249246724,"we have some bad news, friends fans. the whole cast won't be reuniting in february: URL URL",non-rumor,test,1,test,testting,training,training,training
531526274003771392,2 iraqi officials and state tv say airstrike wounds islamic state group leader al-baghdadi - @ap URL,unverified,training,1,test,training,training,validation,validation
407236151167025152,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true,validation,3,test,training,training,training,training
655812191233417216,when refusing to pay the 5p bag charge backfires URL 😂🙈,unverified,training,2,training,training,training,training,training
538137715293061120,afghan woman 'kills 25 taliban' militants after son shot dead URL URL,unverified,test,2,training,validation,training,training,training
538847758032310272,darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL,false,validation,2,training,training,training,training,training
531131094276382720,reports indicate #isis leader abu bakr al-baghdadi has been injured in a us air strike. #syria #iraq,unverified,training,2,test,training,training,validation,training
544154048950435840,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL,false,training,3,training,training,validation,training,training
727854332188577792,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL,unverified,training,1,training,validation,training,training,training
742012307694223361,#orlando oh look the muslim shooter was also a democrat! URL,unverified,training,1,training,training,training,training,validation
707332312724283392,"obama to skip nancy reagan's funeral for music, film festival in austin, tx URL via @waynedupreeshow",unverified,training,2,test,testting,validation,training,testting
387009577763360768,really? amber alert website goes dark under government shutdown URL,false,validation,3,training,training,training,training,validation
407192370040803329,remembering paul walker: URL URL,true,validation,3,training,training,training,training,validation
516386101766782976,"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: URL",unverified,training,1,training,training,training,training,training
407177474788057088,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true,validation,2,test,training,testting,training,training
523123023646175233,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. URL,false,test,2,training,validation,training,testting,validation
755447443009916929,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich URL URL,unverified,training,3,training,training,training,training,training
761675705956655109,exclusive! angelina jolie will be a visiting professor at georgetown university: URL URL,non-rumor,training,0,training,training,validation,training,training
348209998565879810,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",false,test,3,test,training,testting,validation,training
489887806018183168,malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17,false,training,1,training,training,testting,training,training
489841070818488320,'nine britons and 80 children' feared dead after flight #mh17 'shot down' URL URL,false,test,3,test,validation,training,training,validation
364589696573124609,fukushima: highly radioactive water seeping into the ocean URL,false,training,2,test,testting,training,training,testting
688763993633107968,we have now cut off every single path that iran could have used to build a bomb. —@potus #irandeal URL,non-rumor,test,2,test,training,training,validation,training
693272659447119873,"report: breast-feeding increase could save more than 800,000 lives annually URL URL",non-rumor,training,3,test,validation,training,training,training
524168442841010176,"no, banksy has not been arrested - this story is a hoax URL URL",false,test,2,training,training,training,training,training
705092738224525312,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday URL",unverified,training,1,training,training,validation,validation,training
509084603617792001,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL,false,training,1,training,training,validation,training,training
693533469922693120,"still sobbing over @onedirection's #1dhistoryvideo, hbu? URL URL",non-rumor,test,2,test,training,training,training,training
510918747188514816,breaking: video claims to show beheading of british aid worker david haines by #isis.,true,training,1,training,testting,training,testting,training
525301290218553344,hero: kevin vickers moments after shooting dead canadian parliament attacker - URL / URL,true,training,1,training,training,training,training,testting
500394061887709184,"the press conf makes #ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",unverified,training,1,test,training,validation,validation,training
724661834419048448,"hey guys, target isn't backing down check the usa today article about the boycott URL",unverified,training,1,test,training,training,training,testting
757190314880884736,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.” URL",unverified,training,1,test,training,testting,validation,training
692780496590254081,an undefeated high school wrestler lost on purpose against an opponent with down syndrome: URL URL,non-rumor,test,2,training,training,training,training,validation
761381302260031489,"happy birthday, @potus! URL",non-rumor,test,2,test,training,training,training,validation
644321231618076673,breaking: 15.1 foot tsunami reported in coquimbo. #earthquake #tsunami,non-rumor,training,3,training,validation,validation,training,training
775672628493357057,clinton hides failing health? full disclosure now: covert doctors and nurses URL via @mailonline #maga @realdonaldtrump,unverified,test,2,training,training,training,training,training
693240976970752004,the broadcast premiere of @zaynmalik's #pillowtalk is on mtv right now 💥 URL URL,non-rumor,training,1,test,testting,training,validation,validation
551575491430211584,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth",true,training,3,training,training,testting,validation,validation
380140114552188928,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! URL",false,validation,0,training,validation,training,validation,training
273182568298450945,42 million dead in bloodiest black friday weekend on record URL,false,validation,2,training,training,testting,training,training
80084555733803009,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,false,training,1,test,training,training,testting,validation
522534012544638976,report: christian bale will play steve jobs URL URL,unverified,training,3,test,training,training,training,training
725983128444129280,starve the beasts destroying our #civilsociety #target stock ➡️ sinks $1.5 billion URL URL,unverified,test,3,training,testting,training,training,testting
500327106824245249,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc #ferguson pd didn't release any info about the shooting.",unverified,validation,3,training,validation,training,validation,training
692745208421679104,"surprise surprise, @shaq. on @jimmykimmellive, the lakers icon learned he'd be honored w/ a staples center statue. URL",non-rumor,validation,3,test,training,validation,testting,training
489798752358916096,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,false,validation,2,training,training,training,validation,training
427831952826449920,ex-marlboro man dies from smoking-related disease - URL,true,validation,3,training,training,training,training,training
552821069036670976,4 #charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski #jesuischarlie URL,unverified,test,3,test,training,validation,training,training
527138218505175040,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL",true,validation,0,test,validation,validation,training,training
766808183696351233,"laziness is a trait in blacks-trump, according to former president of trump plaza hotel and casino @vitico46 URL",unverified,training,2,training,training,training,training,training
538729383662338049,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson,false,training,1,test,training,training,training,training
514540926640087040,the iphone 6 plus really does have a bending problem URL URL,false,training,2,training,training,training,training,training
723511860516016128,all in purple: memorials and landmarks across the globe honor #prince after his death. URL URL,unverified,training,3,training,training,training,training,training
684118654418419712,"dammit, janet! fox’s rocky horror picture show casts @victoriajustice URL URL",non-rumor,validation,3,test,validation,testting,training,validation
534543768653807618,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL,false,training,2,training,training,training,training,training
516705572373397504,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,unverified,training,3,test,training,training,training,training
693718533239365633,1 billion young people will start work in the next decade—only 40% in jobs that now exist URL URL,non-rumor,test,1,training,training,training,validation,validation
691986377584549888,videos show suffering of starving in syrian town of #madaya. URL URL,non-rumor,training,2,training,training,training,validation,training
524152657783820288,graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta,false,training,2,test,testting,training,validation,validation
501934077612941312,wapo: 'british examining [foley] video...to compare it with former guantanamo bay prisoners...believed to have joined the islamic state.',unverified,training,0,training,training,training,training,training
525033697045925888,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL",true,validation,3,training,training,validation,training,testting
407169885345943552,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous,true,training,0,training,training,training,training,training
489800427152879616,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL,false,training,2,test,testting,validation,training,training
523888836456108032,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL",true,training,2,training,training,training,training,training
427690961280696320,man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL,true,training,1,training,validation,training,training,validation
521769631519092736,#recall iraqi chem weapons gwb lied about? kobani kurds report isis using chem weapons! URL URL,unverified,training,0,training,validation,training,testting,training
692727606718824448,this ball feels a little flat to me! icymi: von miller joked about the patriots football he intercepted: URL,non-rumor,training,2,training,training,validation,training,training
650975967146602496,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.,unverified,test,0,test,training,testting,training,training
549599086073368576,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL,false,training,1,test,validation,testting,testting,validation
693185488644149248,poll shows 40 percent of germans want merkel to resign over her refugee policy: URL URL,non-rumor,test,1,test,training,training,training,validation
372914976102834176,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL",false,training,1,training,validation,testting,training,training
534303066867367937,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",false,validation,0,training,training,testting,training,training
688110059553861634,here's what @potus keeps in his pockets to remind himself of the people he meets along the way. #youtubeasksobama URL,non-rumor,training,3,training,training,training,training,training
523123779124600833,"boko haram ceasefire includes release of 200+ #bringbackourgirls hostages, nigerian government says URL",false,training,2,test,training,validation,validation,training
525116411887513602,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL,true,validation,3,training,testting,validation,training,training
407211258304552960,paul walker was doing good and giving back on the day of his tragic death: URL,true,training,2,training,training,training,testting,training
557885928417816576,"mr. president, stop mansplaining your ""need"" to have government care for *my* children URL #sotu",false,test,1,training,training,training,training,training
524991240270807042,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",true,validation,3,training,training,training,validation,training
693549273468764160,"her father shot her in the head, as an ""honor killing"" URL via @nytopinion URL",non-rumor,training,0,training,testting,validation,training,training
370855596050108416,"fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, @mariyamaguchi reports: URL -jm",false,training,1,training,testting,validation,training,training
436001434212249600,talking angela is an app that has been hacked and asks for you personal information. spread the word URL,false,training,1,training,validation,training,training,training
689208632148365314,"eagles guitarist glenn frey has died, the band announces URL",non-rumor,training,1,test,testting,testting,validation,training
524958992330522624,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL",true,training,1,training,validation,training,testting,training
693068611951300608,"ooooh my, d-rose. URL",non-rumor,training,3,training,training,training,validation,training
531659884430106624,"in new york city, marijuana may mean ticket, not arrest URL",true,validation,1,training,training,training,testting,training
509463933564891137,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL",true,test,1,training,training,training,training,training
524926472432410625,"one person shot outside centre block, a second wounded inside the building in parliament hill shooting URL",unverified,test,2,training,training,training,training,validation
693643778033344512,nonwhite actors nearly swept every nominated category at the #sagawards URL URL,non-rumor,validation,3,training,validation,training,training,training
690296550803636224,our children should not have to be worried about the water that they're drinking —@potus on the situation in flint URL,non-rumor,training,1,training,training,training,training,validation
500363740311982081,what's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,unverified,validation,1,test,training,training,validation,training
658755852199927808,"test finds human dna in hot dogs, meat in vegetarian products URL URL",unverified,validation,1,training,training,training,training,testting
748543642323783681,"obama cuts military pay third year in a row, while pushing $15 min. wage for burger flippers URL URL",unverified,validation,1,training,training,training,validation,training
524227209976745984,up to 34 million green cards and work permits... URL,false,training,1,training,validation,testting,validation,training
732004388181434368,target’s new transgender policy raises all sorts of questions. URL,unverified,training,1,training,training,training,training,validation
684878165714563072,"as of january 12th, microsoft will no longer support internet explorer 8, 9 or 10. URL",non-rumor,training,1,training,validation,training,training,training
532275383430041600,sugarhill gang's big bank hank dies at 57 from cancer URL URL,true,training,2,training,training,training,validation,training
513749585391390720,starbucks is testing a new latte that tastes exactly like guinness: URL URL,true,training,3,training,training,training,training,validation
534409916560461825,a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL,false,training,3,training,training,validation,training,training
538193964479045633,afghan woman kills 25 #taliban militants after son shot dead URL #bravo URL v @sydrza,unverified,training,0,test,validation,validation,training,validation
693234925252775936,"meet quasimodo, the dog with the short spine URL URL",non-rumor,training,1,training,validation,validation,training,validation
553136604882014208,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist URL (pic: lucille clerc) URL,false,validation,1,training,training,training,training,validation
687786822475366401,woah! olivia pope ditches the white hat for a hot new look in this badass scandal promo: URL URL,non-rumor,training,1,training,training,testting,validation,training
525009850104037376,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL,true,test,1,training,validation,training,validation,training
436195672677953536,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL",false,validation,3,training,training,validation,validation,training
521772674155286528,alarming isis uses chemical weapons against kurds in #kobane ☛ URL #savekobane #drwidad☮ URL,unverified,test,0,test,validation,training,training,testting
727187859367546880,good news!: target stock plummets #lbgtq #bathroombill URL #tcot #pjnet #rednationrising URL,unverified,training,3,training,testting,testting,training,testting
348203818741272576,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",true,training,2,training,training,training,training,validation
522654603675176960,spider burrows through man's appendix scar and crawls under his skin URL URL,unverified,validation,0,training,validation,training,training,testting
692098463262216192,✨ happy #gossipgirlday ✨ URL,non-rumor,test,3,training,validation,training,validation,validation
524962676665888769,"update: 'most of downtown #ottawa is in lockdown,' police say: URL",true,training,1,training,training,training,training,training
505657661120348163,"15 year old ""swatter"" got 25 years URL",false,test,2,training,training,validation,training,validation
386998038004113409,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL,false,validation,1,training,training,training,validation,training
683731779342188545,oregon militiamen receive fitting nickname: #yallqaeda URL URL,non-rumor,training,3,test,training,training,training,training
527947775905103872,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL,true,training,1,test,training,training,validation,training
692374052082708480,report: spider URL,non-rumor,training,3,training,training,testting,training,validation
747275598347837440,newsflash⚡️the #orlando shooter was a muslim and a democrat✔️ not a republican or christian❌ #gaypride2016 URL,unverified,validation,1,test,training,training,training,training
532231906364911616,the sugarhill gang's big bank hank has died at 57: URL URL,true,training,1,training,training,testting,training,validation
568075025418317826,uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL,true,training,2,training,validation,training,validation,training
774833492865593344,"nurses save lives of all different races and colors, but @hillaryclinton thinks we belong in a #basketofdeplorables. URL",unverified,training,3,training,training,training,training,validation
